fecha,hora,demanda_kw
2024-03-30,13,169.33
2024-03-30,14,158.9
2024-03-30,15,146.29
2024-03-30,16,160.01
2024-03-30,17,165.37
2024-03-30,18,173.18
2024-03-30,19,173.59
2024-03-30,20,154.19
2024-03-30,21,132.76
2024-03-30,22,105.7
2024-03-30,23,93.44
2024-03-31,0,83.6
2024-03-31,1,75.19
2024-03-31,2,73.81
2024-03-31,3,70.12
2024-03-31,4,70.0
2024-03-31,5,70.16
2024-03-31,6,84.93
2024-03-31,7,97.21
2024-03-31,8,113.81
2024-03-31,9,143.66
2024-03-31,10,160.77
2024-03-31,11,169.88
2024-03-31,12,175.33
2024-03-31,13,166.37
2024-03-31,14,161.97
2024-03-31,15,151.64
2024-03-31,16,159.14
2024-03-31,17,170.18
2024-03-31,18,171.56
2024-03-31,19,177.95
2024-03-31,20,153.97
2024-03-31,21,133.03
2024-03-31,22,110.26
2024-03-31,23,89.84
2024-04-01,0,92.82
2024-04-01,1,83.18
2024-04-01,2,78.25
2024-04-01,3,75.72
2024-04-01,4,74.09
2024-04-01,5,79.46
2024-04-01,6,94.81
2024-04-01,7,106.45
2024-04-01,8,125.57
2024-04-01,9,158.36
2024-04-01,10,177.75
2024-04-01,11,174.44
2024-04-01,12,191.55
2024-04-01,13,192.24
2024-04-01,14,175.11
2024-04-01,15,167.5
2024-04-01,16,174.82
2024-04-01,17,183.2
2024-04-01,18,190.57
2024-04-01,19,179.46
2024-04-01,20,172.41
2024-04-01,21,144.74
2024-04-01,22,118.85
2024-04-01,23,95.68
2024-04-02,0,92.21
2024-04-02,1,83.92
2024-04-02,2,78.42
2024-04-02,3,74.46
2024-04-02,4,73.91
2024-04-02,5,78.48
2024-04-02,6,93.77
2024-04-02,7,108.66
2024-04-02,8,124.44
2024-04-02,9,155.86
2024-04-02,10,177.53
2024-04-02,11,189.5
2024-04-02,12,199.35
2024-04-02,13,186.69
2024-04-02,14,178.77
2024-04-02,15,167.33
2024-04-02,16,164.46
2024-04-02,17,181.2
2024-04-02,18,184.39
2024-04-02,19,185.55
2024-04-02,20,163.1
2024-04-02,21,146.92
2024-04-02,22,118.2
2024-04-02,23,97.71
2024-04-03,0,96.1
2024-04-03,1,83.01
2024-04-03,2,78.07
2024-04-03,3,77.41
2024-04-03,4,73.61
2024-04-03,5,75.16
2024-04-03,6,92.84
2024-04-03,7,107.64
2024-04-03,8,128.1
2024-04-03,9,154.71
2024-04-03,10,180.48
2024-04-03,11,188.73
2024-04-03,12,192.09
2024-04-03,13,185.3
2024-04-03,14,180.49
2024-04-03,15,167.72
2024-04-03,16,176.43
2024-04-03,17,181.91
2024-04-03,18,189.66
2024-04-03,19,181.49
2024-04-03,20,170.41
2024-04-03,21,147.73
2024-04-03,22,120.91
2024-04-03,23,98.34
2024-04-04,0,92.28
2024-04-04,1,84.08
2024-04-04,2,75.65
2024-04-04,3,77.46
2024-04-04,4,70.6
2024-04-04,5,78.12
2024-04-04,6,96.1
2024-04-04,7,107.74
2024-04-04,8,130.3
2024-04-04,9,156.05
2024-04-04,10,181.91
2024-04-04,11,187.86
2024-04-04,12,197.99
2024-04-04,13,193.05
2024-04-04,14,182.41
2024-04-04,15,168.73
2024-04-04,16,171.63
2024-04-04,17,178.03
2024-04-04,18,193.08
2024-04-04,19,185.34
2024-04-04,20,168.36
2024-04-04,21,147.85
2024-04-04,22,117.51
2024-04-04,23,97.08
2024-04-05,0,92.12
2024-04-05,1,87.39
2024-04-05,2,76.43
2024-04-05,3,76.24
2024-04-05,4,74.54
2024-04-05,5,80.45
2024-04-05,6,93.81
2024-04-05,7,108.32
2024-04-05,8,130.65
2024-04-05,9,156.81
2024-04-05,10,170.59
2024-04-05,11,183.37
2024-04-05,12,206.34
2024-04-05,13,180.99
2024-04-05,14,187.23
2024-04-05,15,163.46
2024-04-05,16,167.41
2024-04-05,17,178.09
2024-04-05,18,189.23
2024-04-05,19,188.44
2024-04-05,20,165.67
2024-04-05,21,149.86
2024-04-05,22,119.7
2024-04-05,23,98.72
2024-04-06,0,86.56
2024-04-06,1,78.73
2024-04-06,2,70.0
2024-04-06,3,70.0
2024-04-06,4,70.0
2024-04-06,5,70.0
2024-04-06,6,85.45
2024-04-06,7,95.99
2024-04-06,8,114.11
2024-04-06,9,139.77
2024-04-06,10,158.03
2024-04-06,11,165.89
2024-04-06,12,175.83
2024-04-06,13,171.52
2024-04-06,14,156.97
2024-04-06,15,154.22
2024-04-06,16,151.45
2024-04-06,17,158.29
2024-04-06,18,161.08
2024-04-06,19,163.64
2024-04-06,20,149.06
2024-04-06,21,126.94
2024-04-06,22,105.23
2024-04-06,23,91.11
2024-04-07,0,84.1
2024-04-07,1,74.99
2024-04-07,2,73.34
2024-04-07,3,70.0
2024-04-07,4,70.0
2024-04-07,5,71.96
2024-04-07,6,80.91
2024-04-07,7,94.84
2024-04-07,8,111.99
2024-04-07,9,142.95
2024-04-07,10,160.9
2024-04-07,11,168.46
2024-04-07,12,175.9
2024-04-07,13,166.35
2024-04-07,14,160.21
2024-04-07,15,151.77
2024-04-07,16,155.26
2024-04-07,17,164.76
2024-04-07,18,169.85
2024-04-07,19,174.08
2024-04-07,20,145.74
2024-04-07,21,133.6
2024-04-07,22,103.49
2024-04-07,23,89.63
2024-04-08,0,91.16
2024-04-08,1,84.08
2024-04-08,2,78.57
2024-04-08,3,77.03
2024-04-08,4,73.61
2024-04-08,5,80.69
2024-04-08,6,90.82
2024-04-08,7,109.99
2024-04-08,8,126.88
2024-04-08,9,156.41
2024-04-08,10,183.78
2024-04-08,11,184.09
2024-04-08,12,194.35
2024-04-08,13,182.27
2024-04-08,14,174.7
2024-04-08,15,162.38
2024-04-08,16,175.98
2024-04-08,17,183.64
2024-04-08,18,183.16
2024-04-08,19,190.37
2024-04-08,20,164.12
2024-04-08,21,143.71
2024-04-08,22,118.54
2024-04-08,23,101.07
2024-04-09,0,94.7
2024-04-09,1,82.65
2024-04-09,2,81.09
2024-04-09,3,74.4
2024-04-09,4,71.75
2024-04-09,5,77.7
2024-04-09,6,90.57
2024-04-09,7,110.49
2024-04-09,8,126.6
2024-04-09,9,160.75
2024-04-09,10,176.71
2024-04-09,11,192.89
2024-04-09,12,199.78
2024-04-09,13,187.01
2024-04-09,14,177.21
2024-04-09,15,166.89
2024-04-09,16,166.84
2024-04-09,17,180.62
2024-04-09,18,192.11
2024-04-09,19,188.39
2024-04-09,20,163.6
2024-04-09,21,143.99
2024-04-09,22,114.6
2024-04-09,23,94.6
2024-04-10,0,90.93
2024-04-10,1,79.55
2024-04-10,2,77.42
2024-04-10,3,74.67
2024-04-10,4,74.46
2024-04-10,5,79.92
2024-04-10,6,93.18
2024-04-10,7,106.5
2024-04-10,8,125.92
2024-04-10,9,155.18
2024-04-10,10,175.41
2024-04-10,11,184.34
2024-04-10,12,196.18
2024-04-10,13,190.74
2024-04-10,14,178.04
2024-04-10,15,167.29
2024-04-10,16,172.91
2024-04-10,17,178.19
2024-04-10,18,191.36
2024-04-10,19,190.87
2024-04-10,20,168.36
2024-04-10,21,148.28
2024-04-10,22,115.6
2024-04-10,23,97.94
2024-04-11,0,92.98
2024-04-11,1,83.81
2024-04-11,2,78.28
2024-04-11,3,75.09
2024-04-11,4,75.54
2024-04-11,5,75.3
2024-04-11,6,94.39
2024-04-11,7,109.45
2024-04-11,8,130.65
2024-04-11,9,154.16
2024-04-11,10,183.33
2024-04-11,11,185.36
2024-04-11,12,202.79
2024-04-11,13,185.56
2024-04-11,14,171.43
2024-04-11,15,165.57
2024-04-11,16,167.85
2024-04-11,17,186.14
2024-04-11,18,187.7
2024-04-11,19,180.07
2024-04-11,20,166.33
2024-04-11,21,141.78
2024-04-11,22,117.81
2024-04-11,23,96.05
2024-04-12,0,91.97
2024-04-12,1,86.72
2024-04-12,2,78.11
2024-04-12,3,76.03
2024-04-12,4,71.81
2024-04-12,5,77.9
2024-04-12,6,94.29
2024-04-12,7,103.38
2024-04-12,8,127.4
2024-04-12,9,152.16
2024-04-12,10,179.76
2024-04-12,11,189.38
2024-04-12,12,195.05
2024-04-12,13,182.62
2024-04-12,14,173.4
2024-04-12,15,169.16
2024-04-12,16,170.79
2024-04-12,17,172.54
2024-04-12,18,194.16
2024-04-12,19,183.35
2024-04-12,20,162.64
2024-04-12,21,146.11
2024-04-12,22,118.42
2024-04-12,23,101.54
2024-04-13,0,81.89
2024-04-13,1,74.64
2024-04-13,2,70.55
2024-04-13,3,70.0
2024-04-13,4,70.0
2024-04-13,5,70.0
2024-04-13,6,83.03
2024-04-13,7,97.1
2024-04-13,8,110.18
2024-04-13,9,143.63
2024-04-13,10,153.79
2024-04-13,11,171.84
2024-04-13,12,181.18
2024-04-13,13,165.53
2024-04-13,14,155.95
2024-04-13,15,154.8
2024-04-13,16,154.42
2024-04-13,17,159.56
2024-04-13,18,168.13
2024-04-13,19,167.02
2024-04-13,20,149.35
2024-04-13,21,135.19
2024-04-13,22,102.94
2024-04-13,23,86.86
2024-04-14,0,84.55
2024-04-14,1,75.69
2024-04-14,2,70.0
2024-04-14,3,70.0
2024-04-14,4,70.0
2024-04-14,5,70.0
2024-04-14,6,81.77
2024-04-14,7,94.15
2024-04-14,8,109.71
2024-04-14,9,143.54
2024-04-14,10,160.23
2024-04-14,11,173.53
2024-04-14,12,183.45
2024-04-14,13,162.86
2024-04-14,14,158.22
2024-04-14,15,145.87
2024-04-14,16,157.47
2024-04-14,17,164.0
2024-04-14,18,176.29
2024-04-14,19,166.6
2024-04-14,20,143.23
2024-04-14,21,128.1
2024-04-14,22,106.96
2024-04-14,23,85.26
2024-04-15,0,92.46
2024-04-15,1,82.13
2024-04-15,2,78.67
2024-04-15,3,77.54
2024-04-15,4,74.32
2024-04-15,5,78.11
2024-04-15,6,93.5
2024-04-15,7,109.93
2024-04-15,8,121.1
2024-04-15,9,155.22
2024-04-15,10,176.46
2024-04-15,11,188.89
2024-04-15,12,198.55
2024-04-15,13,191.3
2024-04-15,14,171.87
2024-04-15,15,165.47
2024-04-15,16,175.54
2024-04-15,17,177.54
2024-04-15,18,188.8
2024-04-15,19,186.36
2024-04-15,20,166.77
2024-04-15,21,154.36
2024-04-15,22,121.39
2024-04-15,23,98.72
2024-04-16,0,94.21
2024-04-16,1,81.49
2024-04-16,2,79.67
2024-04-16,3,77.74
2024-04-16,4,71.95
2024-04-16,5,79.36
2024-04-16,6,95.88
2024-04-16,7,110.13
2024-04-16,8,128.19
2024-04-16,9,161.91
2024-04-16,10,171.97
2024-04-16,11,185.16
2024-04-16,12,200.82
2024-04-16,13,186.59
2024-04-16,14,175.78
2024-04-16,15,164.91
2024-04-16,16,171.41
2024-04-16,17,181.67
2024-04-16,18,189.34
2024-04-16,19,191.57
2024-04-16,20,166.57
2024-04-16,21,148.73
2024-04-16,22,117.44
2024-04-16,23,93.96
2024-04-17,0,91.29
2024-04-17,1,84.04
2024-04-17,2,76.96
2024-04-17,3,76.66
2024-04-17,4,71.87
2024-04-17,5,80.85
2024-04-17,6,88.08
2024-04-17,7,106.94
2024-04-17,8,126.69
2024-04-17,9,163.11
2024-04-17,10,177.65
2024-04-17,11,183.15
2024-04-17,12,198.41
2024-04-17,13,180.76
2024-04-17,14,179.31
2024-04-17,15,164.77
2024-04-17,16,175.01
2024-04-17,17,182.28
2024-04-17,18,191.88
2024-04-17,19,191.66
2024-04-17,20,164.3
2024-04-17,21,145.54
2024-04-17,22,120.42
2024-04-17,23,100.2
2024-04-18,0,93.48
2024-04-18,1,82.64
2024-04-18,2,75.65
2024-04-18,3,78.48
2024-04-18,4,73.34
2024-04-18,5,77.96
2024-04-18,6,94.41
2024-04-18,7,108.1
2024-04-18,8,125.68
2024-04-18,9,159.67
2024-04-18,10,181.45
2024-04-18,11,182.39
2024-04-18,12,196.01
2024-04-18,13,188.29
2024-04-18,14,176.4
2024-04-18,15,165.12
2024-04-18,16,167.47
2024-04-18,17,180.99
2024-04-18,18,190.14
2024-04-18,19,190.12
2024-04-18,20,171.74
2024-04-18,21,146.59
2024-04-18,22,118.53
2024-04-18,23,95.55
2024-04-19,0,92.86
2024-04-19,1,81.43
2024-04-19,2,77.45
2024-04-19,3,76.83
2024-04-19,4,74.18
2024-04-19,5,77.32
2024-04-19,6,95.21
2024-04-19,7,105.6
2024-04-19,8,126.54
2024-04-19,9,157.32
2024-04-19,10,174.54
2024-04-19,11,190.37
2024-04-19,12,193.6
2024-04-19,13,183.77
2024-04-19,14,184.51
2024-04-19,15,171.04
2024-04-19,16,167.58
2024-04-19,17,176.67
2024-04-19,18,190.33
2024-04-19,19,191.25
2024-04-19,20,163.85
2024-04-19,21,145.22
2024-04-19,22,116.54
2024-04-19,23,99.0
2024-04-20,0,83.53
2024-04-20,1,75.79
2024-04-20,2,70.0
2024-04-20,3,70.0
2024-04-20,4,70.0
2024-04-20,5,70.15
2024-04-20,6,83.54
2024-04-20,7,95.31
2024-04-20,8,116.08
2024-04-20,9,142.32
2024-04-20,10,162.23
2024-04-20,11,167.92
2024-04-20,12,176.29
2024-04-20,13,163.93
2024-04-20,14,155.03
2024-04-20,15,153.46
2024-04-20,16,154.3
2024-04-20,17,159.06
2024-04-20,18,170.51
2024-04-20,19,164.24
2024-04-20,20,152.33
2024-04-20,21,131.93
2024-04-20,22,109.09
2024-04-20,23,88.75
2024-04-21,0,84.94
2024-04-21,1,74.37
2024-04-21,2,70.0
2024-04-21,3,71.27
2024-04-21,4,70.0
2024-04-21,5,70.0
2024-04-21,6,82.89
2024-04-21,7,94.52
2024-04-21,8,116.14
2024-04-21,9,139.07
2024-04-21,10,161.0
2024-04-21,11,168.39
2024-04-21,12,176.14
2024-04-21,13,164.94
2024-04-21,14,158.45
2024-04-21,15,147.53
2024-04-21,16,160.32
2024-04-21,17,161.11
2024-04-21,18,176.05
2024-04-21,19,163.68
2024-04-21,20,150.39
2024-04-21,21,129.78
2024-04-21,22,108.89
2024-04-21,23,88.86
2024-04-22,0,90.73
2024-04-22,1,85.34
2024-04-22,2,76.66
2024-04-22,3,78.19
2024-04-22,4,73.78
2024-04-22,5,79.12
2024-04-22,6,93.07
2024-04-22,7,109.01
2024-04-22,8,129.71
2024-04-22,9,153.9
2024-04-22,10,177.57
2024-04-22,11,188.82
2024-04-22,12,197.19
2024-04-22,13,175.41
2024-04-22,14,170.08
2024-04-22,15,165.41
2024-04-22,16,171.67
2024-04-22,17,180.3
2024-04-22,18,182.42
2024-04-22,19,188.74
2024-04-22,20,167.07
2024-04-22,21,149.51
2024-04-22,22,116.46
2024-04-22,23,97.85
2024-04-23,0,92.49
2024-04-23,1,85.56
2024-04-23,2,76.94
2024-04-23,3,74.37
2024-04-23,4,74.99
2024-04-23,5,74.89
2024-04-23,6,93.79
2024-04-23,7,106.86
2024-04-23,8,127.2
2024-04-23,9,154.35
2024-04-23,10,181.05
2024-04-23,11,183.79
2024-04-23,12,195.41
2024-04-23,13,187.39
2024-04-23,14,174.39
2024-04-23,15,167.48
2024-04-23,16,173.29
2024-04-23,17,185.16
2024-04-23,18,193.87
2024-04-23,19,191.18
2024-04-23,20,168.03
2024-04-23,21,149.77
2024-04-23,22,119.46
2024-04-23,23,96.86
2024-04-24,0,96.15
2024-04-24,1,81.09
2024-04-24,2,78.58
2024-04-24,3,77.09
2024-04-24,4,71.77
2024-04-24,5,78.57
2024-04-24,6,95.15
2024-04-24,7,109.83
2024-04-24,8,125.67
2024-04-24,9,157.11
2024-04-24,10,176.36
2024-04-24,11,189.45
2024-04-24,12,198.03
2024-04-24,13,177.3
2024-04-24,14,175.87
2024-04-24,15,169.59
2024-04-24,16,174.08
2024-04-24,17,181.41
2024-04-24,18,186.12
2024-04-24,19,183.71
2024-04-24,20,160.68
2024-04-24,21,147.65
2024-04-24,22,119.02
2024-04-24,23,101.06
2024-04-25,0,90.96
2024-04-25,1,81.68
2024-04-25,2,79.13
2024-04-25,3,75.93
2024-04-25,4,73.49
2024-04-25,5,77.23
2024-04-25,6,93.16
2024-04-25,7,105.58
2024-04-25,8,128.44
2024-04-25,9,160.75
2024-04-25,10,171.63
2024-04-25,11,184.87
2024-04-25,12,196.95
2024-04-25,13,183.44
2024-04-25,14,169.41
2024-04-25,15,165.93
2024-04-25,16,175.99
2024-04-25,17,176.45
2024-04-25,18,188.34
2024-04-25,19,187.38
2024-04-25,20,163.55
2024-04-25,21,149.85
2024-04-25,22,116.76
2024-04-25,23,97.27
2024-04-26,0,92.85
2024-04-26,1,81.64
2024-04-26,2,75.37
2024-04-26,3,77.25
2024-04-26,4,70.95
2024-04-26,5,77.15
2024-04-26,6,89.47
2024-04-26,7,107.8
2024-04-26,8,128.72
2024-04-26,9,156.98
2024-04-26,10,171.0
2024-04-26,11,186.07
2024-04-26,12,198.07
2024-04-26,13,181.97
2024-04-26,14,179.38
2024-04-26,15,164.84
2024-04-26,16,167.08
2024-04-26,17,181.26
2024-04-26,18,189.45
2024-04-26,19,183.85
2024-04-26,20,165.96
2024-04-26,21,145.56
2024-04-26,22,117.56
2024-04-26,23,96.04
2024-04-27,0,83.93
2024-04-27,1,72.98
2024-04-27,2,70.0
2024-04-27,3,70.1
2024-04-27,4,70.0
2024-04-27,5,71.16
2024-04-27,6,88.62
2024-04-27,7,98.67
2024-04-27,8,116.03
2024-04-27,9,139.91
2024-04-27,10,155.31
2024-04-27,11,165.88
2024-04-27,12,174.07
2024-04-27,13,173.5
2024-04-27,14,160.28
2024-04-27,15,153.11
2024-04-27,16,151.76
2024-04-27,17,159.87
2024-04-27,18,172.25
2024-04-27,19,166.15
2024-04-27,20,152.85
2024-04-27,21,133.64
2024-04-27,22,105.68
2024-04-27,23,86.68
2024-04-28,0,82.36
2024-04-28,1,72.48
2024-04-28,2,70.0
2024-04-28,3,70.0
2024-04-28,4,70.0
2024-04-28,5,70.91
2024-04-28,6,83.72
2024-04-28,7,96.8
2024-04-28,8,115.33
2024-04-28,9,140.8
2024-04-28,10,161.83
2024-04-28,11,168.08
2024-04-28,12,166.72
2024-04-28,13,168.08
2024-04-28,14,160.66
2024-04-28,15,151.25
2024-04-28,16,151.34
2024-04-28,17,163.04
2024-04-28,18,175.87
2024-04-28,19,164.69
2024-04-28,20,144.81
2024-04-28,21,131.98
2024-04-28,22,106.18
2024-04-28,23,91.23
2024-04-29,0,92.49
2024-04-29,1,84.13
2024-04-29,2,78.59
2024-04-29,3,76.17
2024-04-29,4,76.42
2024-04-29,5,79.78
2024-04-29,6,96.82
2024-04-29,7,107.5
2024-04-29,8,125.38
2024-04-29,9,160.42
2024-04-29,10,172.06
2024-04-29,11,187.15
2024-04-29,12,195.27
2024-04-29,13,185.54
2024-04-29,14,177.89
2024-04-29,15,168.82
2024-04-29,16,178.73
2024-04-29,17,177.39
2024-04-29,18,186.73
2024-04-29,19,183.19
2024-04-29,20,165.45
2024-04-29,21,147.54
2024-04-29,22,121.12
2024-04-29,23,100.66
2024-04-30,0,94.54
2024-04-30,1,82.19
2024-04-30,2,77.62
2024-04-30,3,76.24
2024-04-30,4,73.14
2024-04-30,5,75.51
2024-04-30,6,91.13
2024-04-30,7,104.03
2024-04-30,8,127.31
2024-04-30,9,152.55
2024-04-30,10,171.3
2024-04-30,11,182.61
2024-04-30,12,184.62
2024-04-30,13,183.6
2024-04-30,14,176.75
2024-04-30,15,169.98
2024-04-30,16,173.43
2024-04-30,17,184.16
2024-04-30,18,184.7
2024-04-30,19,187.99
2024-04-30,20,164.9
2024-04-30,21,145.24
2024-04-30,22,114.19
2024-04-30,23,101.68
2024-05-01,0,88.66
2024-05-01,1,80.65
2024-05-01,2,75.96
2024-05-01,3,74.89
2024-05-01,4,70.0
2024-05-01,5,75.68
2024-05-01,6,89.93
2024-05-01,7,103.64
2024-05-01,8,117.57
2024-05-01,9,150.0
2024-05-01,10,164.36
2024-05-01,11,186.62
2024-05-01,12,189.57
2024-05-01,13,183.44
2024-05-01,14,168.08
2024-05-01,15,160.48
2024-05-01,16,159.66
2024-05-01,17,173.53
2024-05-01,18,179.12
2024-05-01,19,176.95
2024-05-01,20,161.95
2024-05-01,21,145.27
2024-05-01,22,117.03
2024-05-01,23,93.59
2024-05-02,0,87.52
2024-05-02,1,81.15
2024-05-02,2,75.81
2024-05-02,3,73.74
2024-05-02,4,70.5
2024-05-02,5,77.21
2024-05-02,6,89.78
2024-05-02,7,103.27
2024-05-02,8,117.86
2024-05-02,9,150.89
2024-05-02,10,179.26
2024-05-02,11,178.96
2024-05-02,12,193.41
2024-05-02,13,174.82
2024-05-02,14,170.29
2024-05-02,15,155.91
2024-05-02,16,163.19
2024-05-02,17,180.93
2024-05-02,18,181.91
2024-05-02,19,178.83
2024-05-02,20,163.65
2024-05-02,21,143.59
2024-05-02,22,117.85
2024-05-02,23,96.31
2024-05-03,0,88.82
2024-05-03,1,80.33
2024-05-03,2,77.53
2024-05-03,3,72.07
2024-05-03,4,70.0
2024-05-03,5,76.03
2024-05-03,6,85.77
2024-05-03,7,106.54
2024-05-03,8,127.43
2024-05-03,9,163.41
2024-05-03,10,166.36
2024-05-03,11,188.82
2024-05-03,12,198.7
2024-05-03,13,178.85
2024-05-03,14,169.93
2024-05-03,15,161.89
2024-05-03,16,168.94
2024-05-03,17,177.66
2024-05-03,18,180.36
2024-05-03,19,179.58
2024-05-03,20,162.16
2024-05-03,21,144.64
2024-05-03,22,118.86
2024-05-03,23,95.29
2024-05-04,0,79.8
2024-05-04,1,72.29
2024-05-04,2,70.0
2024-05-04,3,70.0
2024-05-04,4,70.0
2024-05-04,5,70.03
2024-05-04,6,83.02
2024-05-04,7,91.4
2024-05-04,8,113.09
2024-05-04,9,133.22
2024-05-04,10,157.41
2024-05-04,11,163.76
2024-05-04,12,172.4
2024-05-04,13,163.39
2024-05-04,14,150.12
2024-05-04,15,145.81
2024-05-04,16,148.6
2024-05-04,17,161.72
2024-05-04,18,166.81
2024-05-04,19,159.27
2024-05-04,20,146.97
2024-05-04,21,133.96
2024-05-04,22,100.77
2024-05-04,23,85.22
2024-05-05,0,79.66
2024-05-05,1,73.82
2024-05-05,2,70.0
2024-05-05,3,70.0
2024-05-05,4,70.0
2024-05-05,5,70.0
2024-05-05,6,79.93
2024-05-05,7,96.14
2024-05-05,8,111.5
2024-05-05,9,138.52
2024-05-05,10,155.54
2024-05-05,11,163.1
2024-05-05,12,174.56
2024-05-05,13,157.09
2024-05-05,14,154.69
2024-05-05,15,145.2
2024-05-05,16,146.72
2024-05-05,17,159.12
2024-05-05,18,165.67
2024-05-05,19,162.17
2024-05-05,20,146.37
2024-05-05,21,124.05
2024-05-05,22,102.87
2024-05-05,23,84.65
2024-05-06,0,91.38
2024-05-06,1,81.79
2024-05-06,2,77.34
2024-05-06,3,73.04
2024-05-06,4,71.68
2024-05-06,5,75.97
2024-05-06,6,88.17
2024-05-06,7,101.75
2024-05-06,8,121.74
2024-05-06,9,153.46
2024-05-06,10,173.9
2024-05-06,11,181.45
2024-05-06,12,187.33
2024-05-06,13,176.92
2024-05-06,14,176.43
2024-05-06,15,163.32
2024-05-06,16,172.8
2024-05-06,17,176.88
2024-05-06,18,182.95
2024-05-06,19,190.32
2024-05-06,20,161.62
2024-05-06,21,142.04
2024-05-06,22,116.83
2024-05-06,23,97.55
2024-05-07,0,87.95
2024-05-07,1,83.23
2024-05-07,2,73.78
2024-05-07,3,71.89
2024-05-07,4,70.0
2024-05-07,5,75.42
2024-05-07,6,89.17
2024-05-07,7,105.26
2024-05-07,8,121.94
2024-05-07,9,153.4
2024-05-07,10,171.26
2024-05-07,11,184.21
2024-05-07,12,192.25
2024-05-07,13,180.32
2024-05-07,14,169.59
2024-05-07,15,163.28
2024-05-07,16,168.8
2024-05-07,17,178.78
2024-05-07,18,178.21
2024-05-07,19,181.1
2024-05-07,20,160.83
2024-05-07,21,146.43
2024-05-07,22,111.8
2024-05-07,23,95.79
2024-05-08,0,93.09
2024-05-08,1,81.23
2024-05-08,2,75.91
2024-05-08,3,72.56
2024-05-08,4,70.42
2024-05-08,5,77.95
2024-05-08,6,91.56
2024-05-08,7,104.68
2024-05-08,8,121.06
2024-05-08,9,152.42
2024-05-08,10,168.79
2024-05-08,11,179.65
2024-05-08,12,186.55
2024-05-08,13,174.67
2024-05-08,14,166.21
2024-05-08,15,157.14
2024-05-08,16,169.96
2024-05-08,17,181.63
2024-05-08,18,187.29
2024-05-08,19,185.91
2024-05-08,20,160.2
2024-05-08,21,149.12
2024-05-08,22,108.72
2024-05-08,23,95.58
2024-05-09,0,89.48
2024-05-09,1,80.44
2024-05-09,2,76.57
2024-05-09,3,74.33
2024-05-09,4,72.13
2024-05-09,5,74.99
2024-05-09,6,87.32
2024-05-09,7,103.88
2024-05-09,8,122.55
2024-05-09,9,148.56
2024-05-09,10,171.38
2024-05-09,11,178.72
2024-05-09,12,186.97
2024-05-09,13,183.54
2024-05-09,14,164.17
2024-05-09,15,163.15
2024-05-09,16,165.08
2024-05-09,17,175.44
2024-05-09,18,187.77
2024-05-09,19,175.16
2024-05-09,20,157.1
2024-05-09,21,141.53
2024-05-09,22,113.7
2024-05-09,23,94.77
2024-05-10,0,92.61
2024-05-10,1,79.1
2024-05-10,2,74.47
2024-05-10,3,74.67
2024-05-10,4,70.0
2024-05-10,5,76.78
2024-05-10,6,90.29
2024-05-10,7,104.98
2024-05-10,8,123.67
2024-05-10,9,150.34
2024-05-10,10,175.81
2024-05-10,11,181.58
2024-05-10,12,187.11
2024-05-10,13,178.95
2024-05-10,14,174.39
2024-05-10,15,161.93
2024-05-10,16,167.34
2024-05-10,17,176.47
2024-05-10,18,183.78
2024-05-10,19,175.4
2024-05-10,20,165.81
2024-05-10,21,143.24
2024-05-10,22,115.71
2024-05-10,23,95.44
2024-05-11,0,76.69
2024-05-11,1,70.97
2024-05-11,2,70.0
2024-05-11,3,70.0
2024-05-11,4,70.0
2024-05-11,5,70.0
2024-05-11,6,81.04
2024-05-11,7,96.3
2024-05-11,8,110.42
2024-05-11,9,135.62
2024-05-11,10,156.73
2024-05-11,11,162.72
2024-05-11,12,171.41
2024-05-11,13,164.53
2024-05-11,14,153.04
2024-05-11,15,145.38
2024-05-11,16,150.1
2024-05-11,17,160.39
2024-05-11,18,170.1
2024-05-11,19,162.09
2024-05-11,20,147.35
2024-05-11,21,125.7
2024-05-11,22,102.74
2024-05-11,23,86.79
2024-05-12,0,82.63
2024-05-12,1,72.53
2024-05-12,2,70.0
2024-05-12,3,70.0
2024-05-12,4,70.0
2024-05-12,5,70.0
2024-05-12,6,82.77
2024-05-12,7,93.3
2024-05-12,8,108.28
2024-05-12,9,134.11
2024-05-12,10,152.56
2024-05-12,11,165.21
2024-05-12,12,172.96
2024-05-12,13,160.78
2024-05-12,14,155.5
2024-05-12,15,143.52
2024-05-12,16,149.09
2024-05-12,17,159.24
2024-05-12,18,165.27
2024-05-12,19,161.15
2024-05-12,20,148.44
2024-05-12,21,128.76
2024-05-12,22,100.12
2024-05-12,23,87.46
2024-05-13,0,89.9
2024-05-13,1,79.27
2024-05-13,2,75.56
2024-05-13,3,74.34
2024-05-13,4,70.0
2024-05-13,5,76.44
2024-05-13,6,89.35
2024-05-13,7,110.65
2024-05-13,8,122.38
2024-05-13,9,154.14
2024-05-13,10,172.65
2024-05-13,11,172.75
2024-05-13,12,188.04
2024-05-13,13,176.17
2024-05-13,14,167.57
2024-05-13,15,159.05
2024-05-13,16,160.38
2024-05-13,17,182.22
2024-05-13,18,184.96
2024-05-13,19,180.25
2024-05-13,20,165.26
2024-05-13,21,139.82
2024-05-13,22,111.32
2024-05-13,23,93.95
2024-05-14,0,92.58
2024-05-14,1,81.16
2024-05-14,2,76.23
2024-05-14,3,74.02
2024-05-14,4,70.7
2024-05-14,5,73.96
2024-05-14,6,92.49
2024-05-14,7,103.74
