Hour,Mall_Load_kWh,EV_Demand_kWh,Total_Demand_kWh
4620,1576.05,150.96,1727.01
4621,1576.05,135.87,1711.91
4622,1576.05,150.96,1727.01
4623,1576.05,166.06,1742.11
4624,1838.72,188.70,2027.42
4625,2101.40,211.35,2312.74
4626,2101.40,188.70,2290.10
4627,1838.72,150.96,1989.68
4628,1576.05,113.22,1689.27
4629,1313.37,75.48,1388.85
4630,1050.70,60.39,1111.08
4631,788.02,45.29,833.31
4632,788.02,37.74,825.76
4633,788.02,30.19,818.22
4634,788.02,22.64,810.67
4635,788.02,22.64,810.67
4636,788.02,22.64,810.67
4637,1050.70,37.74,1088.44
4638,1313.37,75.48,1388.85
4639,1576.05,135.87,1711.91
4640,1838.72,188.70,2027.42
4641,1838.72,211.35,2050.07
4642,1838.72,211.35,2050.07
4643,1576.05,188.70,1764.75
4644,1576.05,150.96,1727.01
4645,1576.05,135.87,1711.91
4646,1576.05,150.96,1727.01
4647,1576.05,166.06,1742.11
4648,1838.72,188.70,2027.42
4649,2101.40,211.35,2312.74
4650,2101.40,188.70,2290.10
4651,1838.72,150.96,1989.68
4652,1576.05,113.22,1689.27
4653,1313.37,75.48,1388.85
4654,1050.70,60.39,1111.08
4655,788.02,45.29,833.31
4656,788.02,37.74,825.76
4657,788.02,30.19,818.22
4658,788.02,22.64,810.67
4659,788.02,22.64,810.67
4660,788.02,22.64,810.67
4661,1050.70,37.74,1088.44
4662,1313.37,75.48,1388.85
4663,1576.05,135.87,1711.91
4664,1838.72,188.70,2027.42
4665,1838.72,211.35,2050.07
4666,1838.72,211.35,2050.07
4667,1576.05,188.70,1764.75
4668,1576.05,150.96,1727.01
4669,1576.05,135.87,1711.91
4670,1576.05,150.96,1727.01
4671,1576.05,166.06,1742.11
4672,1838.72,188.70,2027.42
4673,2101.40,211.35,2312.74
4674,2101.40,188.70,2290.10
4675,1838.72,150.96,1989.68
4676,1576.05,113.22,1689.27
4677,1313.37,75.48,1388.85
4678,1050.70,60.39,1111.08
4679,788.02,45.29,833.31
4680,788.02,37.74,825.76
4681,788.02,30.19,818.22
4682,788.02,22.64,810.67
4683,788.02,22.64,810.67
4684,788.02,22.64,810.67
4685,1050.70,37.74,1088.44
4686,1313.37,75.48,1388.85
4687,1576.05,135.87,1711.91
4688,1838.72,188.70,2027.42
4689,1838.72,211.35,2050.07
4690,1838.72,211.35,2050.07
4691,1576.05,188.70,1764.75
4692,1576.05,150.96,1727.01
4693,1576.05,135.87,1711.91
4694,1576.05,150.96,1727.01
4695,1576.05,166.06,1742.11
4696,1838.72,188.70,2027.42
4697,2101.40,211.35,2312.74
4698,2101.40,188.70,2290.10
4699,1838.72,150.96,1989.68
4700,1576.05,113.22,1689.27
4701,1313.37,75.48,1388.85
4702,1050.70,60.39,1111.08
4703,788.02,45.29,833.31
4704,788.02,37.74,825.76
4705,788.02,30.19,818.22
4706,788.02,22.64,810.67
4707,788.02,22.64,810.67
4708,788.02,22.64,810.67
4709,1050.70,37.74,1088.44
4710,1313.37,75.48,1388.85
4711,1576.05,135.87,1711.91
4712,1838.72,188.70,2027.42
4713,1838.72,211.35,2050.07
4714,1838.72,211.35,2050.07
4715,1576.05,188.70,1764.75
4716,1576.05,150.96,1727.01
4717,1576.05,135.87,1711.91
4718,1576.05,150.96,1727.01
4719,1576.05,166.06,1742.11
4720,1838.72,188.70,2027.42
4721,2101.40,211.35,2312.74
4722,2101.40,188.70,2290.10
4723,1838.72,150.96,1989.68
4724,1576.05,113.22,1689.27
4725,1313.37,75.48,1388.85
4726,1050.70,60.39,1111.08
4727,788.02,45.29,833.31
4728,788.02,37.74,825.76
4729,788.02,30.19,818.22
4730,788.02,22.64,810.67
4731,788.02,22.64,810.67
4732,788.02,22.64,810.67
4733,1050.70,37.74,1088.44
4734,1313.37,75.48,1388.85
4735,1576.05,135.87,1711.91
4736,1838.72,188.70,2027.42
4737,1838.72,211.35,2050.07
4738,1838.72,211.35,2050.07
4739,1576.05,188.70,1764.75
4740,1576.05,150.96,1727.01
4741,1576.05,135.87,1711.91
4742,1576.05,150.96,1727.01
4743,1576.05,166.06,1742.11
4744,1838.72,188.70,2027.42
4745,2101.40,211.35,2312.74
4746,2101.40,188.70,2290.10
4747,1838.72,150.96,1989.68
4748,1576.05,113.22,1689.27
4749,1313.37,75.48,1388.85
4750,1050.70,60.39,1111.08
4751,788.02,45.29,833.31
4752,788.02,37.74,825.76
4753,788.02,30.19,818.22
4754,788.02,22.64,810.67
4755,788.02,22.64,810.67
4756,788.02,22.64,810.67
4757,1050.70,37.74,1088.44
4758,1313.37,75.48,1388.85
4759,1576.05,135.87,1711.91
4760,1838.72,188.70,2027.42
4761,1838.72,211.35,2050.07
4762,1838.72,211.35,2050.07
4763,1576.05,188.70,1764.75
4764,1576.05,150.96,1727.01
4765,1576.05,135.87,1711.91
4766,1576.05,150.96,1727.01
4767,1576.05,166.06,1742.11
4768,1838.72,188.70,2027.42
4769,2101.40,211.35,2312.74
4770,2101.40,188.70,2290.10
4771,1838.72,150.96,1989.68
4772,1576.05,113.22,1689.27
4773,1313.37,75.48,1388.85
4774,1050.70,60.39,1111.08
4775,788.02,45.29,833.31
4776,788.02,37.74,825.76
4777,788.02,30.19,818.22
4778,788.02,22.64,810.67
4779,788.02,22.64,810.67
4780,788.02,22.64,810.67
4781,1050.70,37.74,1088.44
4782,1313.37,75.48,1388.85
4783,1576.05,135.87,1711.91
4784,1838.72,188.70,2027.42
4785,1838.72,211.35,2050.07
4786,1838.72,211.35,2050.07
4787,1576.05,188.70,1764.75
4788,1576.05,150.96,1727.01
4789,1576.05,135.87,1711.91
4790,1576.05,150.96,1727.01
4791,1576.05,166.06,1742.11
4792,1838.72,188.70,2027.42
4793,2101.40,211.35,2312.74
4794,2101.40,188.70,2290.10
4795,1838.72,150.96,1989.68
4796,1576.05,113.22,1689.27
4797,1313.37,75.48,1388.85
4798,1050.70,60.39,1111.08
4799,788.02,45.29,833.31
4800,788.02,37.74,825.76
4801,788.02,30.19,818.22
4802,788.02,22.64,810.67
4803,788.02,22.64,810.67
4804,788.02,22.64,810.67
4805,1050.70,37.74,1088.44
4806,1313.37,75.48,1388.85
4807,1576.05,135.87,1711.91
4808,1838.72,188.70,2027.42
4809,1838.72,211.35,2050.07
4810,1838.72,211.35,2050.07
4811,1576.05,188.70,1764.75
4812,1576.05,150.96,1727.01
4813,1576.05,135.87,1711.91
4814,1576.05,150.96,1727.01
4815,1576.05,166.06,1742.11
4816,1838.72,188.70,2027.42
4817,2101.40,211.35,2312.74
4818,2101.40,188.70,2290.10
4819,1838.72,150.96,1989.68
4820,1576.05,113.22,1689.27
4821,1313.37,75.48,1388.85
4822,1050.70,60.39,1111.08
4823,788.02,45.29,833.31
4824,788.02,37.74,825.76
4825,788.02,30.19,818.22
4826,788.02,22.64,810.67
4827,788.02,22.64,810.67
4828,788.02,22.64,810.67
4829,1050.70,37.74,1088.44
4830,1313.37,75.48,1388.85
4831,1576.05,135.87,1711.91
4832,1838.72,188.70,2027.42
4833,1838.72,211.35,2050.07
4834,1838.72,211.35,2050.07
4835,1576.05,188.70,1764.75
4836,1576.05,150.96,1727.01
4837,1576.05,135.87,1711.91
4838,1576.05,150.96,1727.01
4839,1576.05,166.06,1742.11
4840,1838.72,188.70,2027.42
4841,2101.40,211.35,2312.74
4842,2101.40,188.70,2290.10
4843,1838.72,150.96,1989.68
4844,1576.05,113.22,1689.27
4845,1313.37,75.48,1388.85
4846,1050.70,60.39,1111.08
4847,788.02,45.29,833.31
4848,788.02,37.74,825.76
4849,788.02,30.19,818.22
4850,788.02,22.64,810.67
4851,788.02,22.64,810.67
4852,788.02,22.64,810.67
4853,1050.70,37.74,1088.44
4854,1313.37,75.48,1388.85
4855,1576.05,135.87,1711.91
4856,1838.72,188.70,2027.42
4857,1838.72,211.35,2050.07
4858,1838.72,211.35,2050.07
4859,1576.05,188.70,1764.75
4860,1576.05,150.96,1727.01
4861,1576.05,135.87,1711.91
4862,1576.05,150.96,1727.01
4863,1576.05,166.06,1742.11
4864,1838.72,188.70,2027.42
4865,2101.40,211.35,2312.74
4866,2101.40,188.70,2290.10
4867,1838.72,150.96,1989.68
4868,1576.05,113.22,1689.27
4869,1313.37,75.48,1388.85
4870,1050.70,60.39,1111.08
4871,788.02,45.29,833.31
4872,788.02,37.74,825.76
4873,788.02,30.19,818.22
4874,788.02,22.64,810.67
4875,788.02,22.64,810.67
4876,788.02,22.64,810.67
4877,1050.70,37.74,1088.44
4878,1313.37,75.48,1388.85
4879,1576.05,135.87,1711.91
4880,1838.72,188.70,2027.42
4881,1838.72,211.35,2050.07
4882,1838.72,211.35,2050.07
4883,1576.05,188.70,1764.75
4884,1576.05,150.96,1727.01
4885,1576.05,135.87,1711.91
4886,1576.05,150.96,1727.01
4887,1576.05,166.06,1742.11
4888,1838.72,188.70,2027.42
4889,2101.40,211.35,2312.74
4890,2101.40,188.70,2290.10
4891,1838.72,150.96,1989.68
4892,1576.05,113.22,1689.27
4893,1313.37,75.48,1388.85
4894,1050.70,60.39,1111.08
4895,788.02,45.29,833.31
4896,788.02,37.74,825.76
4897,788.02,30.19,818.22
4898,788.02,22.64,810.67
4899,788.02,22.64,810.67
4900,788.02,22.64,810.67
4901,1050.70,37.74,1088.44
4902,1313.37,75.48,1388.85
4903,1576.05,135.87,1711.91
4904,1838.72,188.70,2027.42
4905,1838.72,211.35,2050.07
4906,1838.72,211.35,2050.07
4907,1576.05,188.70,1764.75
4908,1576.05,150.96,1727.01
4909,1576.05,135.87,1711.91
4910,1576.05,150.96,1727.01
4911,1576.05,166.06,1742.11
4912,1838.72,188.70,2027.42
4913,2101.40,211.35,2312.74
4914,2101.40,188.70,2290.10
4915,1838.72,150.96,1989.68
4916,1576.05,113.22,1689.27
4917,1313.37,75.48,1388.85
4918,1050.70,60.39,1111.08
4919,788.02,45.29,833.31
4920,788.02,37.74,825.76
4921,788.02,30.19,818.22
4922,788.02,22.64,810.67
4923,788.02,22.64,810.67
4924,788.02,22.64,810.67
4925,1050.70,37.74,1088.44
4926,1313.37,75.48,1388.85
4927,1576.05,135.87,1711.91
4928,1838.72,188.70,2027.42
4929,1838.72,211.35,2050.07
4930,1838.72,211.35,2050.07
4931,1576.05,188.70,1764.75
4932,1576.05,150.96,1727.01
4933,1576.05,135.87,1711.91
4934,1576.05,150.96,1727.01
4935,1576.05,166.06,1742.11
4936,1838.72,188.70,2027.42
4937,2101.40,211.35,2312.74
4938,2101.40,188.70,2290.10
4939,1838.72,150.96,1989.68
4940,1576.05,113.22,1689.27
4941,1313.37,75.48,1388.85
4942,1050.70,60.39,1111.08
4943,788.02,45.29,833.31
4944,788.02,37.74,825.76
4945,788.02,30.19,818.22
4946,788.02,22.64,810.67
4947,788.02,22.64,810.67
4948,788.02,22.64,810.67
4949,1050.70,37.74,1088.44
4950,1313.37,75.48,1388.85
4951,1576.05,135.87,1711.91
4952,1838.72,188.70,2027.42
4953,1838.72,211.35,2050.07
4954,1838.72,211.35,2050.07
4955,1576.05,188.70,1764.75
4956,1576.05,150.96,1727.01
4957,1576.05,135.87,1711.91
4958,1576.05,150.96,1727.01
4959,1576.05,166.06,1742.11
4960,1838.72,188.70,2027.42
4961,2101.40,211.35,2312.74
4962,2101.40,188.70,2290.10
4963,1838.72,150.96,1989.68
4964,1576.05,113.22,1689.27
4965,1313.37,75.48,1388.85
4966,1050.70,60.39,1111.08
4967,788.02,45.29,833.31
4968,788.02,37.74,825.76
4969,788.02,30.19,818.22
4970,788.02,22.64,810.67
4971,788.02,22.64,810.67
4972,788.02,22.64,810.67
4973,1050.70,37.74,1088.44
4974,1313.37,75.48,1388.85
4975,1576.05,135.87,1711.91
4976,1838.72,188.70,2027.42
4977,1838.72,211.35,2050.07
4978,1838.72,211.35,2050.07
4979,1576.05,188.70,1764.75
4980,1576.05,150.96,1727.01
4981,1576.05,135.87,1711.91
4982,1576.05,150.96,1727.01
4983,1576.05,166.06,1742.11
4984,1838.72,188.70,2027.42
4985,2101.40,211.35,2312.74
4986,2101.40,188.70,2290.10
4987,1838.72,150.96,1989.68
4988,1576.05,113.22,1689.27
4989,1313.37,75.48,1388.85
4990,1050.70,60.39,1111.08
4991,788.02,45.29,833.31
4992,788.02,37.74,825.76
4993,788.02,30.19,818.22
4994,788.02,22.64,810.67
4995,788.02,22.64,810.67
4996,788.02,22.64,810.67
4997,1050.70,37.74,1088.44
4998,1313.37,75.48,1388.85
4999,1576.05,135.87,1711.91
5000,1838.72,188.70,2027.42
5001,1838.72,211.35,2050.07
5002,1838.72,211.35,2050.07
5003,1576.05,188.70,1764.75
5004,1576.05,150.96,1727.01
5005,1576.05,135.87,1711.91
5006,1576.05,150.96,1727.01
5007,1576.05,166.06,1742.11
5008,1838.72,188.70,2027.42
5009,2101.40,211.35,2312.74
5010,2101.40,188.70,2290.10
5011,1838.72,150.96,1989.68
5012,1576.05,113.22,1689.27
5013,1313.37,75.48,1388.85
5014,1050.70,60.39,1111.08
5015,788.02,45.29,833.31
5016,788.02,37.74,825.76
5017,788.02,30.19,818.22
5018,788.02,22.64,810.67
5019,788.02,22.64,810.67
5020,788.02,22.64,810.67
5021,1050.70,37.74,1088.44
5022,1313.37,75.48,1388.85
5023,1576.05,135.87,1711.91
5024,1838.72,188.70,2027.42
5025,1838.72,211.35,2050.07
5026,1838.72,211.35,2050.07
5027,1576.05,188.70,1764.75
5028,1576.05,150.96,1727.01
5029,1576.05,135.87,1711.91
5030,1576.05,150.96,1727.01
5031,1576.05,166.06,1742.11
5032,1838.72,188.70,2027.42
5033,2101.40,211.35,2312.74
5034,2101.40,188.70,2290.10
5035,1838.72,150.96,1989.68
5036,1576.05,113.22,1689.27
5037,1313.37,75.48,1388.85
5038,1050.70,60.39,1111.08
5039,788.02,45.29,833.31
5040,788.02,37.74,825.76
5041,788.02,30.19,818.22
5042,788.02,22.64,810.67
5043,788.02,22.64,810.67
5044,788.02,22.64,810.67
5045,1050.70,37.74,1088.44
5046,1313.37,75.48,1388.85
5047,1576.05,135.87,1711.91
5048,1838.72,188.70,2027.42
5049,1838.72,211.35,2050.07
5050,1838.72,211.35,2050.07
5051,1576.05,188.70,1764.75
5052,1576.05,150.96,1727.01
5053,1576.05,135.87,1711.91
5054,1576.05,150.96,1727.01
5055,1576.05,166.06,1742.11
5056,1838.72,188.70,2027.42
5057,2101.40,211.35,2312.74
5058,2101.40,188.70,2290.10
5059,1838.72,150.96,1989.68
5060,1576.05,113.22,1689.27
5061,1313.37,75.48,1388.85
5062,1050.70,60.39,1111.08
5063,788.02,45.29,833.31
5064,788.02,37.74,825.76
5065,788.02,30.19,818.22
5066,788.02,22.64,810.67
5067,788.02,22.64,810.67
5068,788.02,22.64,810.67
5069,1050.70,37.74,1088.44
5070,1313.37,75.48,1388.85
5071,1576.05,135.87,1711.91
5072,1838.72,188.70,2027.42
5073,1838.72,211.35,2050.07
5074,1838.72,211.35,2050.07
5075,1576.05,188.70,1764.75
5076,1576.05,150.96,1727.01
5077,1576.05,135.87,1711.91
5078,1576.05,150.96,1727.01
5079,1576.05,166.06,1742.11
5080,1838.72,188.70,2027.42
5081,2101.40,211.35,2312.74
5082,2101.40,188.70,2290.10
5083,1838.72,150.96,1989.68
5084,1576.05,113.22,1689.27
5085,1313.37,75.48,1388.85
5086,1050.70,60.39,1111.08
5087,788.02,45.29,833.31
5088,788.02,37.74,825.76
5089,788.02,30.19,818.22
5090,788.02,22.64,810.67
5091,788.02,22.64,810.67
5092,788.02,22.64,810.67
5093,1050.70,37.74,1088.44
5094,1313.37,75.48,1388.85
5095,1576.05,135.87,1711.91
5096,1838.72,188.70,2027.42
5097,1838.72,211.35,2050.07
5098,1838.72,211.35,2050.07
5099,1576.05,188.70,1764.75
5100,1576.05,150.96,1727.01
5101,1576.05,135.87,1711.91
5102,1576.05,150.96,1727.01
5103,1576.05,166.06,1742.11
5104,1838.72,188.70,2027.42
5105,2101.40,211.35,2312.74
5106,2101.40,188.70,2290.10
5107,1838.72,150.96,1989.68
5108,1576.05,113.22,1689.27
5109,1313.37,75.48,1388.85
5110,1050.70,60.39,1111.08
5111,788.02,45.29,833.31
5112,788.02,37.74,825.76
5113,788.02,30.19,818.22
5114,788.02,22.64,810.67
5115,788.02,22.64,810.67
5116,788.02,22.64,810.67
5117,1050.70,37.74,1088.44
5118,1313.37,75.48,1388.85
5119,1576.05,135.87,1711.91
5120,1838.72,188.70,2027.42
5121,1838.72,211.35,2050.07
5122,1838.72,211.35,2050.07
5123,1576.05,188.70,1764.75
5124,1576.05,150.96,1727.01
5125,1576.05,135.87,1711.91
5126,1576.05,150.96,1727.01
5127,1576.05,166.06,1742.11
5128,1838.72,188.70,2027.42
5129,2101.40,211.35,2312.74
5130,2101.40,188.70,2290.10
5131,1838.72,150.96,1989.68
5132,1576.05,113.22,1689.27
5133,1313.37,75.48,1388.85
5134,1050.70,60.39,1111.08
5135,788.02,45.29,833.31
5136,788.02,37.74,825.76
5137,788.02,30.19,818.22
5138,788.02,22.64,810.67
5139,788.02,22.64,810.67
5140,788.02,22.64,810.67
5141,1050.70,37.74,1088.44
5142,1313.37,75.48,1388.85
5143,1576.05,135.87,1711.91
5144,1838.72,188.70,2027.42
5145,1838.72,211.35,2050.07
5146,1838.72,211.35,2050.07
5147,1576.05,188.70,1764.75
5148,1576.05,150.96,1727.01
5149,1576.05,135.87,1711.91
5150,1576.05,150.96,1727.01
5151,1576.05,166.06,1742.11
5152,1838.72,188.70,2027.42
5153,2101.40,211.35,2312.74
5154,2101.40,188.70,2290.10
5155,1838.72,150.96,1989.68
5156,1576.05,113.22,1689.27
5157,1313.37,75.48,1388.85
5158,1050.70,60.39,1111.08
5159,788.02,45.29,833.31
5160,788.02,37.74,825.76
5161,788.02,30.19,818.22
5162,788.02,22.64,810.67
5163,788.02,22.64,810.67
5164,788.02,22.64,810.67
5165,1050.70,37.74,1088.44
5166,1313.37,75.48,1388.85
5167,1576.05,135.87,1711.91
5168,1838.72,188.70,2027.42
5169,1838.72,211.35,2050.07
5170,1838.72,211.35,2050.07
5171,1576.05,188.70,1764.75
5172,1576.05,150.96,1727.01
5173,1576.05,135.87,1711.91
5174,1576.05,150.96,1727.01
5175,1576.05,166.06,1742.11
5176,1838.72,188.70,2027.42
5177,2101.40,211.35,2312.74
5178,2101.40,188.70,2290.10
5179,1838.72,150.96,1989.68
5180,1576.05,113.22,1689.27
5181,1313.37,75.48,1388.85
5182,1050.70,60.39,1111.08
5183,788.02,45.29,833.31
5184,788.02,37.74,825.76
5185,788.02,30.19,818.22
5186,788.02,22.64,810.67
5187,788.02,22.64,810.67
5188,788.02,22.64,810.67
5189,1050.70,37.74,1088.44
5190,1313.37,75.48,1388.85
5191,1576.05,135.87,1711.91
5192,1838.72,188.70,2027.42
5193,1838.72,211.35,2050.07
5194,1838.72,211.35,2050.07
5195,1576.05,188.70,1764.75
5196,1576.05,150.96,1727.01
5197,1576.05,135.87,1711.91
5198,1576.05,150.96,1727.01
5199,1576.05,166.06,1742.11
5200,1838.72,188.70,2027.42
5201,2101.40,211.35,2312.74
5202,2101.40,188.70,2290.10
5203,1838.72,150.96,1989.68
5204,1576.05,113.22,1689.27
5205,1313.37,75.48,1388.85
5206,1050.70,60.39,1111.08
5207,788.02,45.29,833.31
5208,788.02,37.74,825.76
5209,788.02,30.19,818.22
5210,788.02,22.64,810.67
5211,788.02,22.64,810.67
5212,788.02,22.64,810.67
5213,1050.70,37.74,1088.44
5214,1313.37,75.48,1388.85
5215,1576.05,135.87,1711.91
5216,1838.72,188.70,2027.42
5217,1838.72,211.35,2050.07
5218,1838.72,211.35,2050.07
5219,1576.05,188.70,1764.75
5220,1576.05,150.96,1727.01
5221,1576.05,135.87,1711.91
5222,1576.05,150.96,1727.01
5223,1576.05,166.06,1742.11
5224,1838.72,188.70,2027.42
5225,2101.40,211.35,2312.74
5226,2101.40,188.70,2290.10
5227,1838.72,150.96,1989.68
5228,1576.05,113.22,1689.27
5229,1313.37,75.48,1388.85
5230,1050.70,60.39,1111.08
5231,788.02,45.29,833.31
5232,788.02,37.74,825.76
5233,788.02,30.19,818.22
5234,788.02,22.64,810.67
5235,788.02,22.64,810.67
5236,788.02,22.64,810.67
5237,1050.70,37.74,1088.44
5238,1313.37,75.48,1388.85
5239,1576.05,135.87,1711.91
5240,1838.72,188.70,2027.42
5241,1838.72,211.35,2050.07
5242,1838.72,211.35,2050.07
5243,1576.05,188.70,1764.75
5244,1576.05,150.96,1727.01
5245,1576.05,135.87,1711.91
5246,1576.05,150.96,1727.01
5247,1576.05,166.06,1742.11
5248,1838.72,188.70,2027.42
5249,2101.40,211.35,2312.74
5250,2101.40,188.70,2290.10
5251,1838.72,150.96,1989.68
5252,1576.05,113.22,1689.27
5253,1313.37,75.48,1388.85
5254,1050.70,60.39,1111.08
5255,788.02,45.29,833.31
5256,788.02,37.74,825.76
5257,788.02,30.19,818.22
5258,788.02,22.64,810.67
5259,788.02,22.64,810.67
5260,788.02,22.64,810.67
5261,1050.70,37.74,1088.44
5262,1313.37,75.48,1388.85
5263,1576.05,135.87,1711.91
5264,1838.72,188.70,2027.42
5265,1838.72,211.35,2050.07
5266,1838.72,211.35,2050.07
5267,1576.05,188.70,1764.75
5268,1576.05,150.96,1727.01
5269,1576.05,135.87,1711.91
5270,1576.05,150.96,1727.01
5271,1576.05,166.06,1742.11
5272,1838.72,188.70,2027.42
5273,2101.40,211.35,2312.74
5274,2101.40,188.70,2290.10
5275,1838.72,150.96,1989.68
5276,1576.05,113.22,1689.27
5277,1313.37,75.48,1388.85
5278,1050.70,60.39,1111.08
5279,788.02,45.29,833.31
5280,788.02,37.74,825.76
5281,788.02,30.19,818.22
5282,788.02,22.64,810.67
5283,788.02,22.64,810.67
5284,788.02,22.64,810.67
5285,1050.70,37.74,1088.44
5286,1313.37,75.48,1388.85
5287,1576.05,135.87,1711.91
5288,1838.72,188.70,2027.42
5289,1838.72,211.35,2050.07
5290,1838.72,211.35,2050.07
5291,1576.05,188.70,1764.75
5292,1576.05,150.96,1727.01
5293,1576.05,135.87,1711.91
5294,1576.05,150.96,1727.01
5295,1576.05,166.06,1742.11
5296,1838.72,188.70,2027.42
5297,2101.40,211.35,2312.74
5298,2101.40,188.70,2290.10
5299,1838.72,150.96,1989.68
5300,1576.05,113.22,1689.27
5301,1313.37,75.48,1388.85
5302,1050.70,60.39,1111.08
5303,788.02,45.29,833.31
5304,788.02,37.74,825.76
5305,788.02,30.19,818.22
5306,788.02,22.64,810.67
5307,788.02,22.64,810.67
5308,788.02,22.64,810.67
5309,1050.70,37.74,1088.44
5310,1313.37,75.48,1388.85
5311,1576.05,135.87,1711.91
5312,1838.72,188.70,2027.42
5313,1838.72,211.35,2050.07
5314,1838.72,211.35,2050.07
5315,1576.05,188.70,1764.75
5316,1576.05,150.96,1727.01
5317,1576.05,135.87,1711.91
5318,1576.05,150.96,1727.01
5319,1576.05,166.06,1742.11
5320,1838.72,188.70,2027.42
5321,2101.40,211.35,2312.74
5322,2101.40,188.70,2290.10
5323,1838.72,150.96,1989.68
5324,1576.05,113.22,1689.27
5325,1313.37,75.48,1388.85
5326,1050.70,60.39,1111.08
5327,788.02,45.29,833.31
5328,788.02,37.74,825.76
5329,788.02,30.19,818.22
5330,788.02,22.64,810.67
5331,788.02,22.64,810.67
5332,788.02,22.64,810.67
5333,1050.70,37.74,1088.44
5334,1313.37,75.48,1388.85
5335,1576.05,135.87,1711.91
5336,1838.72,188.70,2027.42
5337,1838.72,211.35,2050.07
5338,1838.72,211.35,2050.07
5339,1576.05,188.70,1764.75
5340,1576.05,150.96,1727.01
5341,1576.05,135.87,1711.91
5342,1576.05,150.96,1727.01
5343,1576.05,166.06,1742.11
5344,1838.72,188.70,2027.42
5345,2101.40,211.35,2312.74
5346,2101.40,188.70,2290.10
5347,1838.72,150.96,1989.68
5348,1576.05,113.22,1689.27
5349,1313.37,75.48,1388.85
5350,1050.70,60.39,1111.08
5351,788.02,45.29,833.31
5352,788.02,37.74,825.76
5353,788.02,30.19,818.22
5354,788.02,22.64,810.67
5355,788.02,22.64,810.67
5356,788.02,22.64,810.67
5357,1050.70,37.74,1088.44
5358,1313.37,75.48,1388.85
5359,1576.05,135.87,1711.91
5360,1838.72,188.70,2027.42
5361,1838.72,211.35,2050.07
5362,1838.72,211.35,2050.07
5363,1576.05,188.70,1764.75
5364,1576.05,150.96,1727.01
5365,1576.05,135.87,1711.91
5366,1576.05,150.96,1727.01
5367,1576.05,166.06,1742.11
5368,1838.72,188.70,2027.42
5369,2101.40,211.35,2312.74
5370,2101.40,188.70,2290.10
5371,1838.72,150.96,1989.68
5372,1576.05,113.22,1689.27
5373,1313.37,75.48,1388.85
5374,1050.70,60.39,1111.08
5375,788.02,45.29,833.31
5376,788.02,37.74,825.76
5377,788.02,30.19,818.22
5378,788.02,22.64,810.67
5379,788.02,22.64,810.67
5380,788.02,22.64,810.67
5381,1050.70,37.74,1088.44
5382,1313.37,75.48,1388.85
5383,1576.05,135.87,1711.91
5384,1838.72,188.70,2027.42
5385,1838.72,211.35,2050.07
5386,1838.72,211.35,2050.07
5387,1576.05,188.70,1764.75
5388,1576.05,150.96,1727.01
5389,1576.05,135.87,1711.91
5390,1576.05,150.96,1727.01
5391,1576.05,166.06,1742.11
5392,1838.72,188.70,2027.42
5393,2101.40,211.35,2312.74
5394,2101.40,188.70,2290.10
5395,1838.72,150.96,1989.68
5396,1576.05,113.22,1689.27
5397,1313.37,75.48,1388.85
5398,1050.70,60.39,1111.08
5399,788.02,45.29,833.31
5400,788.02,37.74,825.76
5401,788.02,30.19,818.22
5402,788.02,22.64,810.67
5403,788.02,22.64,810.67
5404,788.02,22.64,810.67
5405,1050.70,37.74,1088.44
5406,1313.37,75.48,1388.85
5407,1576.05,135.87,1711.91
5408,1838.72,188.70,2027.42
5409,1838.72,211.35,2050.07
5410,1838.72,211.35,2050.07
5411,1576.05,188.70,1764.75
5412,1576.05,150.96,1727.01
5413,1576.05,135.87,1711.91
5414,1576.05,150.96,1727.01
5415,1576.05,166.06,1742.11
5416,1838.72,188.70,2027.42
5417,2101.40,211.35,2312.74
5418,2101.40,188.70,2290.10
5419,1838.72,150.96,1989.68
5420,1576.05,113.22,1689.27
5421,1313.37,75.48,1388.85
5422,1050.70,60.39,1111.08
5423,788.02,45.29,833.31
5424,788.02,37.74,825.76
5425,788.02,30.19,818.22
5426,788.02,22.64,810.67
5427,788.02,22.64,810.67
5428,788.02,22.64,810.67
5429,1050.70,37.74,1088.44
5430,1313.37,75.48,1388.85
5431,1576.05,135.87,1711.91
5432,1838.72,188.70,2027.42
5433,1838.72,211.35,2050.07
5434,1838.72,211.35,2050.07
5435,1576.05,188.70,1764.75
5436,1576.05,150.96,1727.01
5437,1576.05,135.87,1711.91
5438,1576.05,150.96,1727.01
5439,1576.05,166.06,1742.11
5440,1838.72,188.70,2027.42
5441,2101.40,211.35,2312.74
5442,2101.40,188.70,2290.10
5443,1838.72,150.96,1989.68
5444,1576.05,113.22,1689.27
5445,1313.37,75.48,1388.85
5446,1050.70,60.39,1111.08
5447,788.02,45.29,833.31
5448,788.02,37.74,825.76
5449,788.02,30.19,818.22
5450,788.02,22.64,810.67
5451,788.02,22.64,810.67
5452,788.02,22.64,810.67
5453,1050.70,37.74,1088.44
5454,1313.37,75.48,1388.85
5455,1576.05,135.87,1711.91
5456,1838.72,188.70,2027.42
5457,1838.72,211.35,2050.07
5458,1838.72,211.35,2050.07
5459,1576.05,188.70,1764.75
5460,1576.05,150.96,1727.01
5461,1576.05,135.87,1711.91
5462,1576.05,150.96,1727.01
5463,1576.05,166.06,1742.11
5464,1838.72,188.70,2027.42
5465,2101.40,211.35,2312.74
