Hour,PV_Generation_kWh,Total_Demand_kWh,Solar_Surplus_Deficit_kWh,PV_Coverage_Percent
4824,0.00,825.76,-825.76,0.00
4825,0.00,818.22,-818.22,0.00
4826,0.00,810.67,-810.67,0.00
4827,0.00,810.67,-810.67,0.00
4828,0.00,810.67,-810.67,0.00
4829,382.60,1088.44,-705.84,35.15
4830,650.41,1388.85,-738.44,46.83
4831,1019.01,1711.91,-692.91,59.52
4832,1471.34,2027.42,-556.08,72.57
4833,1957.93,2050.07,-92.14,95.51
4834,2401.20,2050.07,351.14,117.13
4835,2713.99,1764.75,949.24,153.79
4836,2827.06,1727.01,1100.05,163.70
4837,2713.99,1711.91,1002.08,158.54
4838,2401.20,1727.01,674.20,139.04
4839,1957.93,1742.11,215.83,112.39
4840,1471.34,2027.42,-556.08,72.57
4841,1019.01,2312.74,-1293.74,44.06
4842,0.00,2290.10,-2290.10,0.00
4843,0.00,1989.68,-1989.68,0.00
4844,0.00,1689.27,-1689.27,0.00
4845,0.00,1388.85,-1388.85,0.00
4846,0.00,1111.08,-1111.08,0.00
4847,0.00,833.31,-833.31,0.00
4848,0.00,825.76,-825.76,0.00
4849,0.00,818.22,-818.22,0.00
4850,0.00,810.67,-810.67,0.00
4851,0.00,810.67,-810.67,0.00
4852,0.00,810.67,-810.67,0.00
4853,382.44,1088.44,-706.00,35.14
4854,650.14,1388.85,-738.72,46.81
4855,1018.58,1711.91,-693.34,59.50
4856,1470.72,2027.42,-556.70,72.54
4857,1957.10,2050.07,-92.96,95.47
4858,2400.19,2050.07,350.12,117.08
4859,2712.84,1764.75,948.09,153.72
4860,2825.86,1727.01,1098.85,163.63
4861,2712.84,1711.91,1000.93,158.47
4862,2400.19,1727.01,673.18,138.98
4863,1957.10,1742.11,215.00,112.34
4864,1470.72,2027.42,-556.70,72.54
4865,1018.58,2312.74,-1294.17,44.04
4866,0.00,2290.10,-2290.10,0.00
4867,0.00,1989.68,-1989.68,0.00
4868,0.00,1689.27,-1689.27,0.00
4869,0.00,1388.85,-1388.85,0.00
4870,0.00,1111.08,-1111.08,0.00
4871,0.00,833.31,-833.31,0.00
4872,0.00,825.76,-825.76,0.00
4873,0.00,818.22,-818.22,0.00
4874,0.00,810.67,-810.67,0.00
4875,0.00,810.67,-810.67,0.00
4876,0.00,810.67,-810.67,0.00
4877,382.27,1088.44,-706.17,35.12
4878,649.85,1388.85,-739.00,46.79
4879,1018.13,1711.91,-693.78,59.47
4880,1470.08,2027.42,-557.34,72.51
4881,1956.25,2050.07,-93.82,95.42
4882,2399.14,2050.07,349.08,117.03
4883,2711.66,1764.75,946.91,153.66
4884,2824.63,1727.01,1097.62,163.56
4885,2711.66,1711.91,999.75,158.40
4886,2399.14,1727.01,672.14,138.92
4887,1956.25,1742.11,214.15,112.29
4888,1470.08,2027.42,-557.34,72.51
4889,1018.13,2312.74,-1294.61,44.02
4890,0.00,2290.10,-2290.10,0.00
4891,0.00,1989.68,-1989.68,0.00
4892,0.00,1689.27,-1689.27,0.00
4893,0.00,1388.85,-1388.85,0.00
4894,0.00,1111.08,-1111.08,0.00
4895,0.00,833.31,-833.31,0.00
4896,0.00,825.76,-825.76,0.00
4897,0.00,818.22,-818.22,0.00
4898,0.00,810.67,-810.67,0.00
4899,0.00,810.67,-810.67,0.00
4900,0.00,810.67,-810.67,0.00
4901,382.10,1088.44,-706.34,35.11
4902,649.56,1388.85,-739.29,46.77
4903,1017.68,1711.91,-694.24,59.45
4904,1469.42,2027.42,-558.00,72.48
4905,1955.38,2050.07,-94.69,95.38
4906,2398.07,2050.07,348.00,116.98
4907,2710.45,1764.75,945.70,153.59
4908,2823.37,1727.01,1096.36,163.48
4909,2710.45,1711.91,998.54,158.33
4910,2398.07,1727.01,671.06,138.86
4911,1955.38,1742.11,213.27,112.24
4912,1469.42,2027.42,-558.00,72.48
4913,1017.68,2312.74,-1295.07,44.00
4914,0.00,2290.10,-2290.10,0.00
4915,0.00,1989.68,-1989.68,0.00
4916,0.00,1689.27,-1689.27,0.00
4917,0.00,1388.85,-1388.85,0.00
4918,0.00,1111.08,-1111.08,0.00
4919,0.00,833.31,-833.31,0.00
4920,0.00,825.76,-825.76,0.00
4921,0.00,818.22,-818.22,0.00
4922,0.00,810.67,-810.67,0.00
4923,0.00,810.67,-810.67,0.00
4924,0.00,810.67,-810.67,0.00
4925,381.93,1088.44,-706.51,35.09
4926,649.26,1388.85,-739.59,46.75
4927,1017.21,1711.91,-694.70,59.42
4928,1468.75,2027.42,-558.68,72.44
4929,1954.48,2050.07,-95.59,95.34
4930,2396.97,2050.07,346.90,116.92
4931,2709.20,1764.75,944.45,153.52
4932,2822.07,1727.01,1095.06,163.41
4933,2709.20,1711.91,997.29,158.26
4934,2396.97,1727.01,669.96,138.79
4935,1954.48,1742.11,212.37,112.19
4936,1468.75,2027.42,-558.68,72.44
4937,1017.21,2312.74,-1295.53,43.98
4938,0.00,2290.10,-2290.10,0.00
4939,0.00,1989.68,-1989.68,0.00
4940,0.00,1689.27,-1689.27,0.00
4941,0.00,1388.85,-1388.85,0.00
4942,0.00,1111.08,-1111.08,0.00
4943,0.00,833.31,-833.31,0.00
4944,0.00,825.76,-825.76,0.00
4945,0.00,818.22,-818.22,0.00
4946,0.00,810.67,-810.67,0.00
4947,0.00,810.67,-810.67,0.00
4948,0.00,810.67,-810.67,0.00
4949,381.75,1088.44,-706.69,35.07
4950,648.96,1388.85,-739.90,46.73
4951,1016.73,1711.91,-695.18,59.39
4952,1468.05,2027.42,-559.37,72.41
4953,1953.56,2050.07,-96.51,95.29
4954,2395.84,2050.07,345.77,116.87
4955,2707.93,1764.75,943.18,153.45
4956,2820.74,1727.01,1093.73,163.33
4957,2707.93,1711.91,996.01,158.18
4958,2395.84,1727.01,668.83,138.73
4959,1953.56,1742.11,211.45,112.14
4960,1468.05,2027.42,-559.37,72.41
4961,1016.73,2312.74,-1296.01,43.96
4962,0.00,2290.10,-2290.10,0.00
4963,0.00,1989.68,-1989.68,0.00
4964,0.00,1689.27,-1689.27,0.00
4965,0.00,1388.85,-1388.85,0.00
4966,0.00,1111.08,-1111.08,0.00
4967,0.00,833.31,-833.31,0.00
4968,0.00,825.76,-825.76,0.00
4969,0.00,818.22,-818.22,0.00
4970,0.00,810.67,-810.67,0.00
4971,0.00,810.67,-810.67,0.00
4972,0.00,810.67,-810.67,0.00
4973,381.56,1088.44,-706.88,35.06
4974,648.64,1388.85,-740.21,46.70
4975,1016.24,1711.91,-695.67,59.36
4976,1467.35,2027.42,-560.08,72.37
4977,1952.61,2050.07,-97.45,95.25
4978,2394.68,2050.07,344.61,116.81
4979,2706.62,1764.75,941.87,153.37
4980,2819.38,1727.01,1092.37,163.25
4981,2706.62,1711.91,994.70,158.10
4982,2394.68,1727.01,667.67,138.66
4983,1952.61,1742.11,210.51,112.08
4984,1467.35,2027.42,-560.08,72.37
4985,1016.24,2312.74,-1296.50,43.94
4986,0.00,2290.10,-2290.10,0.00
4987,0.00,1989.68,-1989.68,0.00
4988,0.00,1689.27,-1689.27,0.00
4989,0.00,1388.85,-1388.85,0.00
4990,0.00,1111.08,-1111.08,0.00
4991,0.00,833.31,-833.31,0.00
4992,0.00,825.76,-825.76,0.00
4993,0.00,818.22,-818.22,0.00
4994,0.00,810.67,-810.67,0.00
4995,0.00,810.67,-810.67,0.00
4996,0.00,810.67,-810.67,0.00
4997,381.37,1088.44,-707.07,35.04
4998,648.32,1388.85,-740.53,46.68
4999,1015.74,1711.91,-696.18,59.33
5000,1466.62,2027.42,-560.80,72.34
5001,1951.65,2050.07,-98.42,95.20
5002,2393.50,2050.07,343.43,116.75
5003,2705.28,1764.75,940.53,153.30
5004,2817.98,1727.01,1090.97,163.17
5005,2705.28,1711.91,993.37,158.03
5006,2393.50,1727.01,666.49,138.59
5007,1951.65,1742.11,209.54,112.03
5008,1466.62,2027.42,-560.80,72.34
5009,1015.74,2312.74,-1297.01,43.92
5010,0.00,2290.10,-2290.10,0.00
5011,0.00,1989.68,-1989.68,0.00
5012,0.00,1689.27,-1689.27,0.00
5013,0.00,1388.85,-1388.85,0.00
5014,0.00,1111.08,-1111.08,0.00
5015,0.00,833.31,-833.31,0.00
5016,0.00,825.76,-825.76,0.00
5017,0.00,818.22,-818.22,0.00
5018,0.00,810.67,-810.67,0.00
5019,0.00,810.67,-810.67,0.00
5020,0.00,810.67,-810.67,0.00
5021,381.18,1088.44,-707.26,35.02
5022,647.99,1388.85,-740.86,46.66
5023,1015.22,1711.91,-696.69,59.30
5024,1465.88,2027.42,-561.55,72.30
5025,1950.66,2050.07,-99.41,95.15
5026,2392.29,2050.07,342.22,116.69
5027,2703.91,1764.75,939.16,153.22
5028,2816.55,1727.01,1089.55,163.09
5029,2703.91,1711.91,992.00,157.95
5030,2392.29,1727.01,665.28,138.52
5031,1950.66,1742.11,208.55,111.97
5032,1465.88,2027.42,-561.55,72.30
5033,1015.22,2312.74,-1297.52,43.90
5034,0.00,2290.10,-2290.10,0.00
5035,0.00,1989.68,-1989.68,0.00
5036,0.00,1689.27,-1689.27,0.00
5037,0.00,1388.85,-1388.85,0.00
5038,0.00,1111.08,-1111.08,0.00
5039,0.00,833.31,-833.31,0.00
5040,0.00,825.76,-825.76,0.00
5041,0.00,818.22,-818.22,0.00
5042,0.00,810.67,-810.67,0.00
5043,0.00,810.67,-810.67,0.00
5044,0.00,810.67,-810.67,0.00
5045,380.98,1088.44,-707.46,35.00
5046,647.66,1388.85,-741.19,46.63
5047,1014.70,1711.91,-697.22,59.27
5048,1465.12,2027.42,-562.31,72.26
5049,1949.65,2050.07,-100.42,95.10
5050,2391.05,2050.07,340.98,116.63
5051,2702.51,1764.75,937.76,153.14
5052,2815.10,1727.01,1088.09,163.00
5053,2702.51,1711.91,990.59,157.86
5054,2391.05,1727.01,664.04,138.45
5055,1949.65,1742.11,207.54,111.91
5056,1465.12,2027.42,-562.31,72.26
5057,1014.70,2312.74,-1298.05,43.87
5058,0.00,2290.10,-2290.10,0.00
5059,0.00,1989.68,-1989.68,0.00
5060,0.00,1689.27,-1689.27,0.00
5061,0.00,1388.85,-1388.85,0.00
5062,0.00,1111.08,-1111.08,0.00
5063,0.00,833.31,-833.31,0.00
5064,0.00,825.76,-825.76,0.00
5065,0.00,818.22,-818.22,0.00
5066,0.00,810.67,-810.67,0.00
5067,0.00,810.67,-810.67,0.00
5068,0.00,810.67,-810.67,0.00
5069,380.78,1088.44,-707.66,34.98
5070,647.32,1388.85,-741.54,46.61
5071,1014.16,1711.91,-697.75,59.24
5072,1464.34,2027.42,-563.08,72.23
5073,1948.62,2050.07,-101.45,95.05
5074,2389.78,2050.07,339.71,116.57
5075,2701.08,1764.75,936.33,153.06
5076,2813.61,1727.01,1086.60,162.92
5077,2701.08,1711.91,989.16,157.78
5078,2389.78,1727.01,662.77,138.38
5079,1948.62,1742.11,206.51,111.85
5080,1464.34,2027.42,-563.08,72.23
5081,1014.16,2312.74,-1298.58,43.85
5082,0.00,2290.10,-2290.10,0.00
5083,0.00,1989.68,-1989.68,0.00
5084,0.00,1689.27,-1689.27,0.00
5085,0.00,1388.85,-1388.85,0.00
5086,0.00,1111.08,-1111.08,0.00
5087,0.00,833.31,-833.31,0.00
5088,0.00,825.76,-825.76,0.00
5089,0.00,818.22,-818.22,0.00
5090,0.00,810.67,-810.67,0.00
5091,0.00,810.67,-810.67,0.00
5092,0.00,810.67,-810.67,0.00
5093,380.57,1088.44,-707.86,34.97
5094,646.97,1388.85,-741.89,46.58
5095,1013.61,1711.91,-698.30,59.21
5096,1463.55,2027.42,-563.87,72.19
5097,1947.56,2050.07,-102.50,95.00
5098,2388.49,2050.07,338.42,116.51
5099,2699.62,1764.75,934.87,152.97
5100,2812.09,1727.01,1085.08,162.83
5101,2699.62,1711.91,987.70,157.70
5102,2388.49,1727.01,661.48,138.30
5103,1947.56,1742.11,205.46,111.79
5104,1463.55,2027.42,-563.87,72.19
5105,1013.61,2312.74,-1299.13,43.83
5106,0.00,2290.10,-2290.10,0.00
5107,0.00,1989.68,-1989.68,0.00
5108,0.00,1689.27,-1689.27,0.00
5109,0.00,1388.85,-1388.85,0.00
5110,0.00,1111.08,-1111.08,0.00
5111,0.00,833.31,-833.31,0.00
5112,0.00,825.76,-825.76,0.00
5113,0.00,818.22,-818.22,0.00
5114,0.00,810.67,-810.67,0.00
5115,0.00,810.67,-810.67,0.00
5116,0.00,810.67,-810.67,0.00
5117,380.36,1088.44,-708.07,34.95
5118,646.61,1388.85,-742.24,46.56
5119,1013.05,1711.91,-698.86,59.18
5120,1462.74,2027.42,-564.68,72.15
5121,1946.49,2050.07,-103.58,94.95
5122,2387.17,2050.07,337.10,116.44
5123,2698.13,1764.75,933.38,152.89
5124,2810.53,1727.01,1083.53,162.74
5125,2698.13,1711.91,986.22,157.61
5126,2387.17,1727.01,660.16,138.23
5127,1946.49,1742.11,204.38,111.73
5128,1462.74,2027.42,-564.68,72.15
5129,1013.05,2312.74,-1299.69,43.80
5130,0.00,2290.10,-2290.10,0.00
5131,0.00,1989.68,-1989.68,0.00
5132,0.00,1689.27,-1689.27,0.00
5133,0.00,1388.85,-1388.85,0.00
5134,0.00,1111.08,-1111.08,0.00
5135,0.00,833.31,-833.31,0.00
5136,0.00,825.76,-825.76,0.00
5137,0.00,818.22,-818.22,0.00
5138,0.00,810.67,-810.67,0.00
5139,0.00,810.67,-810.67,0.00
5140,0.00,810.67,-810.67,0.00
5141,380.15,1088.44,-708.29,34.93
5142,646.25,1388.85,-742.61,46.53
5143,1012.48,1711.91,-699.43,59.14
5144,1461.92,2027.42,-565.50,72.11
5145,1945.40,2050.07,-104.67,94.89
5146,2385.83,2050.07,335.76,116.38
5147,2696.61,1764.75,931.86,152.80
5148,2808.95,1727.01,1081.95,162.65
5149,2696.61,1711.91,984.70,157.52
5150,2385.83,1727.01,658.82,138.15
5151,1945.40,1742.11,203.29,111.67
5152,1461.92,2027.42,-565.50,72.11
5153,1012.48,2312.74,-1300.26,43.78
5154,0.00,2290.10,-2290.10,0.00
5155,0.00,1989.68,-1989.68,0.00
5156,0.00,1689.27,-1689.27,0.00
5157,0.00,1388.85,-1388.85,0.00
5158,0.00,1111.08,-1111.08,0.00
5159,0.00,833.31,-833.31,0.00
5160,0.00,825.76,-825.76,0.00
5161,0.00,818.22,-818.22,0.00
5162,0.00,810.67,-810.67,0.00
5163,0.00,810.67,-810.67,0.00
5164,0.00,810.67,-810.67,0.00
5165,379.93,1088.44,-708.51,34.91
5166,645.88,1388.85,-742.98,46.50
5167,1011.90,1711.91,-700.01,59.11
5168,1461.08,2027.42,-566.34,72.07
5169,1944.28,2050.07,-105.79,94.84
5170,2384.46,2050.07,334.39,116.31
5171,2695.07,1764.75,930.32,152.72
5172,2807.34,1727.01,1080.34,162.56
5173,2695.07,1711.91,983.15,157.43
5174,2384.46,1727.01,657.45,138.07
5175,1944.28,1742.11,202.18,111.61
5176,1461.08,2027.42,-566.34,72.07
5177,1011.90,2312.74,-1300.84,43.75
5178,0.00,2290.10,-2290.10,0.00
5179,0.00,1989.68,-1989.68,0.00
5180,0.00,1689.27,-1689.27,0.00
5181,0.00,1388.85,-1388.85,0.00
5182,0.00,1111.08,-1111.08,0.00
5183,0.00,833.31,-833.31,0.00
5184,0.00,825.76,-825.76,0.00
5185,0.00,818.22,-818.22,0.00
5186,0.00,810.67,-810.67,0.00
5187,0.00,810.67,-810.67,0.00
5188,0.00,810.67,-810.67,0.00
5189,379.71,1088.44,-708.73,34.89
5190,645.50,1388.85,-743.36,46.48
5191,1011.31,1711.91,-700.60,59.07
5192,1460.23,2027.42,-567.19,72.02
5193,1943.15,2050.07,-106.92,94.78
5194,2383.07,2050.07,333.00,116.24
5195,2693.49,1764.75,928.74,152.63
5196,2805.71,1727.01,1078.70,162.46
5197,2693.49,1711.91,981.58,157.34
5198,2383.07,1727.01,656.06,137.99
5199,1943.15,1742.11,201.04,111.54
5200,1460.23,2027.42,-567.19,72.02
5201,1011.31,2312.74,-1301.43,43.73
5202,0.00,2290.10,-2290.10,0.00
5203,0.00,1989.68,-1989.68,0.00
5204,0.00,1689.27,-1689.27,0.00
5205,0.00,1388.85,-1388.85,0.00
5206,0.00,1111.08,-1111.08,0.00
5207,0.00,833.31,-833.31,0.00
5208,0.00,825.76,-825.76,0.00
5209,0.00,818.22,-818.22,0.00
5210,0.00,810.67,-810.67,0.00
5211,0.00,810.67,-810.67,0.00
5212,0.00,810.67,-810.67,0.00
5213,379.49,1088.44,-708.95,34.87
5214,645.11,1388.85,-743.74,46.45
5215,1010.71,1711.91,-701.20,59.04
5216,1459.36,2027.42,-568.06,71.98
5217,1941.99,2050.07,-108.08,94.73
5218,2381.65,2050.07,331.59,116.17
5219,2691.89,1764.75,927.14,152.54
5220,2804.04,1727.01,1077.03,162.36
5221,2691.89,1711.91,979.98,157.24
5222,2381.65,1727.01,654.65,137.91
5223,1941.99,1742.11,199.89,111.47
5224,1459.36,2027.42,-568.06,71.98
5225,1010.71,2312.74,-1302.03,43.70
5226,0.00,2290.10,-2290.10,0.00
5227,0.00,1989.68,-1989.68,0.00
5228,0.00,1689.27,-1689.27,0.00
5229,0.00,1388.85,-1388.85,0.00
5230,0.00,1111.08,-1111.08,0.00
5231,0.00,833.31,-833.31,0.00
5232,0.00,825.76,-825.76,0.00
5233,0.00,818.22,-818.22,0.00
5234,0.00,810.67,-810.67,0.00
5235,0.00,810.67,-810.67,0.00
5236,0.00,810.67,-810.67,0.00
5237,379.26,1088.44,-709.18,34.84
5238,644.72,1388.85,-744.13,46.42
5239,1010.10,1711.91,-701.81,59.00
5240,1458.48,2027.42,-568.94,71.94
5241,1940.82,2050.07,-109.25,94.67
5242,2380.21,2050.07,330.15,116.10
5243,2690.27,1764.75,925.52,152.44
5244,2802.34,1727.01,1075.33,162.27
5245,2690.27,1711.91,978.35,157.15
5246,2380.21,1727.01,653.21,137.82
5247,1940.82,1742.11,198.71,111.41
5248,1458.48,2027.42,-568.94,71.94
5249,1010.10,2312.74,-1302.64,43.68
5250,0.00,2290.10,-2290.10,0.00
5251,0.00,1989.68,-1989.68,0.00
5252,0.00,1689.27,-1689.27,0.00
5253,0.00,1388.85,-1388.85,0.00
5254,0.00,1111.08,-1111.08,0.00
5255,0.00,833.31,-833.31,0.00
5256,0.00,825.76,-825.76,0.00
5257,0.00,818.22,-818.22,0.00
5258,0.00,810.67,-810.67,0.00
5259,0.00,810.67,-810.67,0.00
5260,0.00,810.67,-810.67,0.00
5261,379.02,1088.44,-709.42,34.82
5262,644.33,1388.85,-744.52,46.39
5263,1009.48,1711.91,-702.44,58.97
5264,1457.58,2027.42,-569.84,71.89
5265,1939.62,2050.07,-110.44,94.61
5266,2378.75,2050.07,328.68,116.03
5267,2688.61,1764.75,923.86,152.35
5268,2800.62,1727.01,1073.61,162.17
5269,2688.61,1711.91,976.70,157.05
5270,2378.75,1727.01,651.74,137.74
5271,1939.62,1742.11,197.52,111.34
5272,1457.58,2027.42,-569.84,71.89
5273,1009.48,2312.74,-1303.27,43.65
5274,0.00,2290.10,-2290.10,0.00
5275,0.00,1989.68,-1989.68,0.00
5276,0.00,1689.27,-1689.27,0.00
5277,0.00,1388.85,-1388.85,0.00
5278,0.00,1111.08,-1111.08,0.00
5279,0.00,833.31,-833.31,0.00
5280,0.00,825.76,-825.76,0.00
5281,0.00,818.22,-818.22,0.00
5282,0.00,810.67,-810.67,0.00
5283,0.00,810.67,-810.67,0.00
5284,0.00,810.67,-810.67,0.00
5285,378.79,1088.44,-709.65,34.80
5286,643.93,1388.85,-744.93,46.36
5287,1008.85,1711.91,-703.07,58.93
5288,1456.67,2027.42,-570.75,71.85
5289,1938.41,2050.07,-111.66,94.55
5290,2377.27,2050.07,327.20,115.96
5291,2686.93,1764.75,922.18,152.26
5292,2798.87,1727.01,1071.86,162.06
5293,2686.93,1711.91,975.02,156.95
5294,2377.27,1727.01,650.26,137.65
5295,1938.41,1742.11,196.31,111.27
5296,1456.67,2027.42,-570.75,71.85
5297,1008.85,2312.74,-1303.90,43.62
5298,0.00,2290.10,-2290.10,0.00
5299,0.00,1989.68,-1989.68,0.00
5300,0.00,1689.27,-1689.27,0.00
5301,0.00,1388.85,-1388.85,0.00
5302,0.00,1111.08,-1111.08,0.00
5303,0.00,833.31,-833.31,0.00
5304,0.00,825.76,-825.76,0.00
5305,0.00,818.22,-818.22,0.00
5306,0.00,810.67,-810.67,0.00
5307,0.00,810.67,-810.67,0.00
5308,0.00,810.67,-810.67,0.00
5309,378.55,1088.44,-709.89,34.78
5310,643.52,1388.85,-745.34,46.33
5311,1008.21,1711.91,-703.71,58.89
5312,1455.75,2027.42,-571.67,71.80
5313,1937.18,2050.07,-112.88,94.49
5314,2375.76,2050.07,325.69,115.89
5315,2685.23,1764.75,920.48,152.16
5316,2797.10,1727.01,1070.09,161.96
5317,2685.23,1711.91,973.32,156.86
5318,2375.76,1727.01,648.75,137.56
5319,1937.18,1742.11,195.08,111.20
5320,1455.75,2027.42,-571.67,71.80
5321,1008.21,2312.74,-1304.54,43.59
5322,0.00,2290.10,-2290.10,0.00
5323,0.00,1989.68,-1989.68,0.00
5324,0.00,1689.27,-1689.27,0.00
5325,0.00,1388.85,-1388.85,0.00
5326,0.00,1111.08,-1111.08,0.00
5327,0.00,833.31,-833.31,0.00
5328,0.00,825.76,-825.76,0.00
5329,0.00,818.22,-818.22,0.00
5330,0.00,810.67,-810.67,0.00
5331,0.00,810.67,-810.67,0.00
5332,0.00,810.67,-810.67,0.00
5333,378.30,1088.44,-710.14,34.76
5334,643.10,1388.85,-745.75,46.30
5335,1007.56,1711.91,-704.35,58.86
5336,1454.81,2027.42,-572.61,71.76
5337,1935.94,2050.07,-114.13,94.43
5338,2374.23,2050.07,324.16,115.81
5339,2683.50,1764.75,918.75,152.06
5340,2795.30,1727.01,1068.29,161.86
5341,2683.50,1711.91,971.59,156.75
5342,2374.23,1727.01,647.22,137.48
5343,1935.94,1742.11,193.83,111.13
5344,1454.81,2027.42,-572.61,71.76
5345,1007.56,2312.74,-1305.18,43.57
5346,0.00,2290.10,-2290.10,0.00
5347,0.00,1989.68,-1989.68,0.00
5348,0.00,1689.27,-1689.27,0.00
5349,0.00,1388.85,-1388.85,0.00
5350,0.00,1111.08,-1111.08,0.00
5351,0.00,833.31,-833.31,0.00
5352,0.00,825.76,-825.76,0.00
5353,0.00,818.22,-818.22,0.00
5354,0.00,810.67,-810.67,0.00
5355,0.00,810.67,-810.67,0.00
5356,0.00,810.67,-810.67,0.00
5357,378.05,1088.44,-710.38,34.73
5358,642.68,1388.85,-746.17,46.27
5359,1006.90,1711.91,-705.01,58.82
5360,1453.86,2027.42,-573.56,71.71
5361,1934.67,2050.07,-115.40,94.37
5362,2372.68,2050.07,322.61,115.74
5363,2681.75,1764.75,917.00,151.96
5364,2793.47,1727.01,1066.46,161.75
5365,2681.75,1711.91,969.83,156.65
5366,2372.68,1727.01,645.67,137.39
5367,1934.67,1742.11,192.57,111.05
5368,1453.86,2027.42,-573.56,71.71
5369,1006.90,2312.74,-1305.84,43.54
5370,0.00,2290.10,-2290.10,0.00
5371,0.00,1989.68,-1989.68,0.00
5372,0.00,1689.27,-1689.27,0.00
5373,0.00,1388.85,-1388.85,0.00
5374,0.00,1111.08,-1111.08,0.00
5375,0.00,833.31,-833.31,0.00
5376,0.00,825.76,-825.76,0.00
5377,0.00,818.22,-818.22,0.00
5378,0.00,810.67,-810.67,0.00
5379,0.00,810.67,-810.67,0.00
5380,0.00,810.67,-810.67,0.00
5381,377.80,1088.44,-710.63,34.71
5382,642.26,1388.85,-746.60,46.24
5383,1006.23,1711.91,-705.68,58.78
5384,1452.90,2027.42,-574.53,71.66
5385,1933.39,2050.07,-116.68,94.31
5386,2371.11,2050.07,321.04,115.66
5387,2679.97,1764.75,915.22,151.86
5388,2791.62,1727.01,1064.61,161.64
5389,2679.97,1711.91,968.06,156.55
5390,2371.11,1727.01,644.10,137.30
5391,1933.39,1742.11,191.28,110.98
5392,1452.90,2027.42,-574.53,71.66
5393,1006.23,2312.74,-1306.51,43.51
5394,0.00,2290.10,-2290.10,0.00
5395,0.00,1989.68,-1989.68,0.00
5396,0.00,1689.27,-1689.27,0.00
5397,0.00,1388.85,-1388.85,0.00
5398,0.00,1111.08,-1111.08,0.00
5399,0.00,833.31,-833.31,0.00
5400,0.00,825.76,-825.76,0.00
5401,0.00,818.22,-818.22,0.00
5402,0.00,810.67,-810.67,0.00
5403,0.00,810.67,-810.67,0.00
5404,0.00,810.67,-810.67,0.00
5405,377.55,1088.44,-710.89,34.69
5406,641.83,1388.85,-747.03,46.21
5407,1005.56,1711.91,-706.36,58.74
5408,1451.92,2027.42,-575.50,71.61
5409,1932.09,2050.07,-117.98,94.25
5410,2369.51,2050.07,319.44,115.58
5411,2678.17,1764.75,913.42,151.76
5412,2789.74,1727.01,1062.73,161.54
5413,2678.17,1711.91,966.26,156.44
5414,2369.51,1727.01,642.50,137.20
5415,1932.09,1742.11,189.99,110.91
5416,1451.92,2027.42,-575.50,71.61
5417,1005.56,2312.74,-1307.19,43.48
5418,0.00,2290.10,-2290.10,0.00
5419,0.00,1989.68,-1989.68,0.00
5420,0.00,1689.27,-1689.27,0.00
5421,0.00,1388.85,-1388.85,0.00
5422,0.00,1111.08,-1111.08,0.00
5423,0.00,833.31,-833.31,0.00
5424,0.00,825.76,-825.76,0.00
5425,0.00,818.22,-818.22,0.00
5426,0.00,810.67,-810.67,0.00
5427,0.00,810.67,-810.67,0.00
5428,0.00,810.67,-810.67,0.00
5429,377.29,1088.44,-711.14,34.66
5430,641.39,1388.85,-747.46,46.18
5431,1004.87,1711.91,-707.04,58.70
5432,1450.93,2027.42,-576.49,71.57
5433,1930.78,2050.07,-119.29,94.18
5434,2367.90,2050.07,317.83,115.50
5435,2676.35,1764.75,911.60,151.66
5436,2787.84,1727.01,1060.84,161.43
5437,2676.35,1711.91,964.43,156.34
5438,2367.90,1727.01,640.89,137.11
5439,1930.78,1742.11,188.67,110.83
5440,1450.93,2027.42,-576.49,71.57
5441,1004.87,2312.74,-1307.87,43.45
5442,0.00,2290.10,-2290.10,0.00
5443,0.00,1989.68,-1989.68,0.00
5444,0.00,1689.27,-1689.27,0.00
5445,0.00,1388.85,-1388.85,0.00
5446,0.00,1111.08,-1111.08,0.00
5447,0.00,833.31,-833.31,0.00
5448,0.00,825.76,-825.76,0.00
5449,0.00,818.22,-818.22,0.00
5450,0.00,810.67,-810.67,0.00
5451,0.00,810.67,-810.67,0.00
5452,0.00,810.67,-810.67,0.00
5453,377.03,1088.44,-711.40,34.64
5454,640.95,1388.85,-747.91,46.15
5455,1004.18,1711.91,-707.73,58.66
5456,1449.93,2027.42,-577.49,71.52
5457,1929.44,2050.07,-120.62,94.12
5458,2366.27,2050.07,316.20,115.42
5459,2674.50,1764.75,909.75,151.55
5460,2785.92,1727.01,1058.91,161.31
5461,2674.50,1711.91,962.59,156.23
5462,2366.27,1727.01,639.26,137.02
5463,1929.44,1742.11,187.34,110.75
5464,1449.93,2027.42,-577.49,71.52
5465,1004.18,2312.74,-1308.56,43.42
5466,0.00,2290.10,-2290.10,0.00
5467,0.00,1989.68,-1989.68,0.00
5468,0.00,1689.27,-1689.27,0.00
5469,0.00,1388.85,-1388.85,0.00
5470,0.00,1111.08,-1111.08,0.00
5471,0.00,833.31,-833.31,0.00
5472,0.00,825.76,-825.76,0.00
5473,0.00,818.22,-818.22,0.00
5474,0.00,810.67,-810.67,0.00
5475,0.00,810.67,-810.67,0.00
5476,0.00,810.67,-810.67,0.00
5477,376.77,1088.44,-711.67,34.62
5478,640.50,1388.85,-748.35,46.12
5479,1003.48,1711.91,-708.43,58.62
